activity_type,pressure_cat,biotic_group,service_division,service_section,n_services,RCSES
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Infauna,Biomass,Provisioning,18,9.398656715896742e-5
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Infauna,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,9.601790049688916e-5
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Infauna,Biomass,Provisioning,18,5.889980994624357e-4
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Infauna,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,6.017281258010604e-4
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Infauna,Biomass,Provisioning,18,5.022036427582393e-7
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Infauna,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,5.130577789693758e-7
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Infauna,Biomass,Provisioning,18,1.1584504511517493e-4
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Infauna,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,1.1834880612367612e-4
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Infauna,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.8639659539228714e-4
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Infauna,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,3.570559568959236e-5
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Infauna,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,0.0011681162931148797
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Infauna,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,2.2376099731117238e-4
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Infauna,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,9.959832775401977e-7
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Infauna,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,1.9078769194577715e-7
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Infauna,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,2.297468952771968e-4
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Infauna,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,4.400965444911847e-5
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Infauna,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,2.1200499735840573e-4
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Infauna,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,3.666971412426533e-5
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Infauna,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,0.0013285998658663163
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Infauna,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,2.2980296631636653e-4
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Infauna,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,1.1328180736323853e-6
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Infauna,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,1.9593931950893944e-7
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Infauna,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,2.6131104929161963e-4
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Infauna,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,4.519799813414906e-5
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Fish,Biomass,Provisioning,18,8.965814597586632e-4
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Fish,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,4.182324186762443e-5
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Fish,Biomass,Provisioning,18,0.0048630860855973295
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Fish,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,2.2685058158102378e-4
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Fish,Biomass,Provisioning,18,2.0650432386195932e-4
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Fish,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,9.632900825223115e-6
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Fish,Biomass,Provisioning,18,1.3837904073679824e-4
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Fish,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,6.455029854959083e-6
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Fish,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,4.992642449809937e-4
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Fish,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,1.8186499392979337e-6
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Fish,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,0.0027080249946913617
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Fish,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,9.864414569483574e-6
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Fish,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.1499259126549826e-4
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Fish,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,4.1887892278901697e-7
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Fish,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,7.70568101120989e-5
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Fish,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,2.806917668181826e-7
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Fish,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,1.947793808307898e-4
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Fish,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,2.999962858111687e-4
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Fish,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,0.001056489498382497
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Fish,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,0.0016271893059799324
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Fish,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,4.48623869063055e-5
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Fish,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,6.909637656260479e-5
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Fish,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,3.0062392637393333e-5
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Fish,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,4.630164699850717e-5
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Epifauna,Biomass,Provisioning,18,1.3919309896276379e-4
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Epifauna,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,8.088116383536243e-5
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Epifauna,Biomass,Provisioning,18,9.289708379393792e-4
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Epifauna,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,5.397986186208046e-4
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Epifauna,Biomass,Provisioning,18,8.024149708950858e-7
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Epifauna,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,4.662605920015818e-7
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Epifauna,Biomass,Provisioning,18,0.001140919320644662
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Epifauna,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,6.629558734135038e-4
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Epifauna,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.1580648156427561e-4
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Epifauna,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,9.945292993110624e-6
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Epifauna,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,7.728892094453321e-4
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Epifauna,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,6.637460645828535e-5
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Epifauna,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,6.675967072097393e-7
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Epifauna,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,5.7332238789688827e-8
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Epifauna,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,9.492270324975488e-4
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Epifauna,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,8.151824343207792e-5
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Epifauna,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,3.7668010200138965e-4
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Epifauna,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,5.521309791561947e-5
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Epifauna,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,0.002513952434415817
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Epifauna,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,3.684906666933481e-4
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Epifauna,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,2.1714708224511934e-6
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Epifauna,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,3.182903224881949e-7
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Epifauna,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,0.0030875209279646477
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Epifauna,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,4.5256331408662374e-4
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Cephalopods,Biomass,Provisioning,18,2.967338720240267e-7
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Cephalopods,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,9.372268689080343e-8
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Cephalopods,Biomass,Provisioning,18,1.6094938708122438e-6
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Cephalopods,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,5.083548065405524e-7
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Cephalopods,Biomass,Provisioning,18,6.834496402117991e-8
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Cephalopods,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,2.158659414184308e-8
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Cephalopods,Biomass,Provisioning,18,4.579812365945359e-8
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Cephalopods,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,1.4465228302529996e-8
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Cephalopods,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.1212348052317473e-7
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Cephalopods,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,1.8687246753862456e-8
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Cephalopods,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,6.081612909414454e-7
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Cephalopods,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,1.0136021515690756e-7
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Cephalopods,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,2.5824740499006327e-8
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Cephalopods,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,4.304123416501055e-9
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Cephalopods,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.730522030094665e-8
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Cephalopods,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,2.8842033834911085e-9
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Cephalopods,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,4.364856980759337e-7
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Cephalopods,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,2.999962858111687e-4
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Cephalopods,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,2.3675121783654525e-6
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Cephalopods,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,0.0016271893059799324
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Cephalopods,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,1.0053317852551666e-7
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Cephalopods,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,6.909637656260479e-5
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Cephalopods,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,6.736752309303576e-8
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Cephalopods,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,4.630164699850717e-5
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Birds,Biomass,Provisioning,18,1.6986141788539393e-11
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Birds,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,2.0553345115978937e-8
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Birds,Biomass,Provisioning,18,4.4371339867291856e-11
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Birds,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,5.3689617860493796e-8
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Birds,Biomass,Provisioning,18,8.898020357402275e-12
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Birds,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,1.0766664115454854e-8
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Birds,Biomass,Provisioning,18,1.9791138300627247e-11
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Birds,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,2.3947409646922443e-8
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Birds,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,9.287995108137872e-8
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Birds,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,1.7055499060807808e-9
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Birds,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,2.4262177530331754e-7
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Birds,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,4.4552515506727915e-9
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Birds,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,4.865423271541525e-8
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Birds,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,8.934352470265872e-10
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Birds,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.0821762705685756e-7
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Birds,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,1.9871948845170367e-9
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Birds,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,9.57211267448624e-8
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Birds,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,4.982712190537399e-4
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Birds,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,2.5004351783652607e-7
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Birds,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,0.0013015881935967539
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Birds,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,5.014255414869628e-8
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Birds,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,2.6101439078056026e-4
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Birds,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,1.1152797858885294e-7
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Birds,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,5.805529431155572e-4
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Bacteria,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,1.9063833467779665e-7
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Bacteria,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,1.2723148979991942e-6
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Bacteria,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,1.0989844677062173e-9
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Bacteria,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,1.5625987273090796e-6
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Bacteria,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.7860378781233254e-4
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Bacteria,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,1.7995823220103826e-4
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Bacteria,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,0.0011919966698029699
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Bacteria,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,0.001201036193659356
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Bacteria,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.0296081793359855e-6
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Bacteria,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,1.0374162277438526e-6
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Bacteria,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,0.0014639555680121899
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Bacteria,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,0.0014750574960770754
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Bacteria,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,9.501946457400417e-7
Tourism/ Recreation and Non-Commercial Harvesting,Biological disturbance,Bacteria,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,2.8806833695105808e-5
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Bacteria,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,6.3415724115372564e-6
Tourism/ Recreation and Non-Commercial Harvesting,"Chemical changes, chemicals and other pollutants",Bacteria,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,1.9225600001392075e-4
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Bacteria,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,5.477645189939542e-9
Tourism/ Recreation and Non-Commercial Harvesting,Energy,Bacteria,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,1.6606451608079732e-7
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Bacteria,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,7.788428002367669e-6
Tourism/ Recreation and Non-Commercial Harvesting,Physical change,Bacteria,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,2.3611998995823845e-4
Waste Management,Biological disturbance,Zooplankton,Biomass,Provisioning,18,1.3220970949604217e-9
Waste Management,Biological disturbance,Zooplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,7.214115889624059e-8
Waste Management,"Chemical changes, chemicals and other pollutants",Zooplankton,Biomass,Provisioning,18,1.2320207249608188e-7
Waste Management,"Chemical changes, chemicals and other pollutants",Zooplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,6.722607834299845e-6
Waste Management,Energy,Zooplankton,Biomass,Provisioning,18,6.616968488194366e-9
Waste Management,Energy,Zooplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,3.6105954467174506e-7
Waste Management,Physical change,Zooplankton,Biomass,Provisioning,18,2.6436123933652954e-10
Waste Management,Physical change,Zooplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,1.4425057165377543e-8
Waste Management,Biological disturbance,Zooplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.580012350919514e-7
Waste Management,Biological disturbance,Zooplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,5.278343494417242e-8
Waste Management,"Chemical changes, chemicals and other pollutants",Zooplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.4723638448696396e-5
Waste Management,"Chemical changes, chemicals and other pollutants",Zooplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,4.918722386859815e-6
Waste Management,Energy,Zooplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,7.907809476962282e-7
Waste Management,Energy,Zooplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,2.641760026972164e-7
Waste Management,Physical change,Zooplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,3.159329408167336e-8
Waste Management,Physical change,Zooplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,1.0554364222922846e-8
Waste Management,Biological disturbance,Zooplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,1.18312587737223e-7
Waste Management,Biological disturbance,Zooplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,5.593182792885055e-7
Waste Management,"Chemical changes, chemicals and other pollutants",Zooplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,1.1025178156099614e-5
Waste Management,"Chemical changes, chemicals and other pollutants",Zooplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,5.212111232673808e-5
Waste Management,Energy,Zooplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,5.92143094329522e-7
Waste Management,Energy,Zooplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,2.799334060282411e-6
Waste Management,Physical change,Zooplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,2.3657311132856302e-8
Waste Management,Physical change,Zooplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,1.1183904272984646e-7
Waste Management,Biological disturbance,Phytoplankton,Biomass,Provisioning,18,2.98700763596426e-7
Waste Management,Biological disturbance,Phytoplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,1.7259719959078148e-6
Waste Management,"Chemical changes, chemicals and other pollutants",Phytoplankton,Biomass,Provisioning,18,2.7834985245424472e-5
Waste Management,"Chemical changes, chemicals and other pollutants",Phytoplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,1.6083790500455447e-4
Waste Management,Energy,Phytoplankton,Biomass,Provisioning,18,1.4949685220935413e-6
Waste Management,Energy,Phytoplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,8.638323427198693e-6
Waste Management,Physical change,Phytoplankton,Biomass,Provisioning,18,5.972700821756423e-8
Waste Management,Physical change,Phytoplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,3.4511844677488875e-7
Waste Management,Biological disturbance,Phytoplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,2.8998886419507934e-6
Waste Management,Biological disturbance,Phytoplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,7.139110426061349e-7
Waste Management,"Chemical changes, chemicals and other pollutants",Phytoplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,2.7023150724560165e-4
